plntname,ra_str,dec_str,mlmassplnj,mlmassplnjerr1,mlmassplnjerr2,mlmassplnjlim,mlmassplne,mlmassplneerr1,mlmassplneerr2,mlmassplnelim,mlsmaproj,mlsmaprojerr1,mlsmaprojerr2,mlsmaprojlim,mlmasslens,mlmasslenserr1,mlmasslenserr2,mlmasslenslim,mldistl,mldistlerr1,mldistlerr2,mldistllim,mldists,mldistserr1,mldistserr2,mldistslim,mltsepmin,mltsepminerr1,mltsepminerr2,mltsepminlim,mlsepminnorm,mlsepminnormerr1,mlsepminnormerr2,mlsepminnormlim,mlxtimeein,mlxtimeeinerr1,mlxtimeeinerr2,mlxtimeeinlim,mlradsnorm,mlradsnormerr1,mlradsnormerr2,mlradsnormlim,mlsepinsnorp,mlsepinsnorperr1,mlsepinsnorperr2,mlsepinsnorplim,mlmassratio,mlmassratioerr1,mlmassratioerr2,mlmassratiolim,mlangstlax,mlangstlaxerr1,mlangstlaxerr2,mlangstlaxlim,mlmagis,mlmagiserr1,mlmagiserr2,mlmagislim,mlmagibl,mlmagiblerr1,mlmagiblerr2,mlmagibllim,mlradeinang,mlradeinangerr1,mlradeinangerr2,mlradeinanglim,mlpmrells,mlpmrellserr1,mlpmrellserr2,mlpmrellslim,mlmodeldef,plntreflink
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.0235,0.0027,-0.0024,0,7.47,0.87,-0.77,0,2.01,0.15,-0.14,0,0.063,0.006,-0.006,0,1760,190,-150,0,,,,,2456573.05,0.009,-0.009,0,-0.0789,0.00072,-0.00072,0,19.96,0.1,-0.1,0,3.92,0.11,-0.11,0,2.394,0.011,-0.011,0,3.557,0.131,-0.131,0,3.1381,0.0027,-0.0027,0,18.122,0.007,-0.007,0,18.571,0.011,-0.011,0,0.477,0.033,-0.033,0,8.51,0.61,-0.61,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.0685,0.0167,0.0105,0,21.77,5.31,3.34,0,4.13,0.74,-0.48,0,0.185,0.054,-0.034,0,3590,600,390,0,,,,,2456573.047,0.009,-0.009,0,-0.07797,0.00119,-0.00119,0,20.2,0.16,-0.16,0,3.89,0.13,-0.13,0,2.388,0.018,-0.018,0,3.526,0.176,-0.176,0,3.1269,0.0073,-0.0073,0,18.135,0.014,-0.014,0,18.552,0.02,-0.02,0,0.481,0.035,-0.035,0,8.48,0.63,-0.63,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
MOA-2013-BLG-605L b,17h58m42.85s,-29d23m53.66s,0.0102,0.0017,0.0009,0,3.23,0.55,0.29,0,0.95,0.11,-0.08,0,0.025,0.004,-0.003,0,860,120,60,0,,,,,2456573.052,0.009,-0.009,0,-0.07804,0.00187,-0.00187,0,20.41,0.32,-0.32,0,4.03,0.13,-0.13,0,2.396,0.015,-0.015,0,3.812,0.189,-0.189,0,2.9719,0.0103,-0.0103,0,18.135,0.025,-0.025,0,18.552,0.036,-0.036,0,0.464,0.033,-0.033,0,8.11,0.61,-0.61,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2016ApJ...825..112S/abstract target=ref>Sumi et al. 2016</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,2.4,1.5,-0.9,0,760,480,-300,0,1,0.1,-0.1,0,0.43,0.27,-0.17,0,7150,750,-750,0,,,,,2455747.494,0.0006,-0.0006,0,0.0035,0.0002,-0.0002,0,21.75,0.95,-0.95,0,1.63,0.07,-0.07,0,0.548,0.005,-0.005,0,53,2,-2,0,3.862,0.009,-0.009,0,,,,,17.77,,,-1,0.26,0.02,-0.02,0,4.3,0.3,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref>Yee et al. 2012</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,2.4,1.5,-0.9,0,760,480,-300,0,3.4,0.4,-0.4,0,0.43,0.27,-0.17,0,7150,750,-750,0,,,,,2455747.493,0.0007,-0.0007,0,0.0034,0.0002,-0.0002,0,22.49,0.98,-0.98,0,1.58,0.07,-0.07,0,1.83,0.02,-0.02,0,52,2,-2,0,3.859,0.009,-0.009,0,,,,,17.77,,,-1,0.26,0.02,-0.02,0,4.3,0.3,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref>Yee et al. 2012</a>
MOA-2011-BLG-293L b,17h55m39.35s,-28d28m36.65s,2.4,1.5,-0.9,0,760,480,-300,0,3.4,0.4,-0.4,0,0.43,0.27,-0.17,0,7150,750,-750,0,,,,,2455747.493,0.0006,-0.0006,0,0.0033,0.0001,-0.0001,0,22.64,0.98,-0.98,0,1.57,0.07,-0.07,0,1.83,0.02,-0.02,0,51,2,-2,0,3.859,0.009,-0.009,0,,,,,17.77,,,-1,0.26,0.02,-0.02,0,4.3,0.3,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...755..102Y/abstract target=ref>Yee et al. 2012</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.066,0.02,-0.01,0,21,6,-4,0,2.1,0.2,-0.3,0,0.33,0.05,-0.08,0,3600,600,-800,0,,,,,2456151.47,0.03,-0.03,0,0.101,0.003,-0.003,0,68.4,1.5,-1.5,0,3.2,,,1,0.895,0.004,-0.007,0,1.9,0.5,-0.1,0,5.081,0.006,-0.006,0,19.29,0.03,-0.03,0,,,,,0.64,0.06,-0.05,0,3.4,0.3,-0.3,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.12,0.04,-0.01,0,39,13,-4,0,3.1,0.2,-0.5,0,0.63,0.05,-0.1,0,3200,400,-900,0,,,,,2456151.48,0.02,-0.02,0,-0.101,0.003,-0.003,0,67.8,1.4,-1.4,0,3.1,,,1,1.004,0.009,-0.003,0,1.9,0.6,-0.1,0,1.195,0.003,-0.009,0,19.29,0.03,-0.03,0,,,,,0.99,0.17,-0.06,0,5.3,0.9,-0.4,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2012-BLG-0950L b,18h08m04.62s,-29d43m53.7s,0.11,0.04,-0.01,0,34,11,-4,0,3,0.2,-0.4,0,0.55,0.04,-0.09,0,3400,400,-900,0,,,,,2456151.48,0.02,-0.02,0,-0.101,0.003,-0.003,0,67.8,1.4,-1.4,0,3.1,,,1,1.004,0.009,-0.003,0,1.9,0.6,-0.1,0,1.195,0.003,-0.009,0,19.29,0.03,-0.03,0,,,,,0.87,0.14,-0.07,0,4.7,0.8,-0.04,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....153....1K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2017-BLG-1522L b,18h01m16.65s,-28d27m43.1s,0.75,1.26,-0.4,0,240,400,-130,0,0.59,0.12,-0.11,0,0.045,0.076,-0.024,0,7490,910,-880,0,,,,,2457971.8,0.01,-0.01,0,0.0539,0.0034,-0.0034,0,7.53,0.28,-0.28,0,6,0.7,-0.7,0,1.21,0.01,-0.01,0,159,16,16,0,6.22,0.01,-0.01,0,,,,,,,,,0.065,0.009,-0.009,0,3.16,0.46,-0.46,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv180305095J/abstract target=ref>Jung et al. 2018</a>
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,2.8,2.2,-1.5,0,890,700,-480,0,1.39,0.22,-0.22,0,0.29,0.23,-0.15,0,6500,1000,-1000,0,,,,,2457517.508,0.007,-0.006,0,-0.0833,0.0008,-0.0016,0,17.03,0.08,-0.2,0,3.01,0.09,-0.05,0,0.9312,0.0004,-0.0009,0,92.8,2,-1.1,0,2.509,0.003,-0.004,0,19.54,0.02,-0.02,0,,,,,0.227,0.006,-0.009,0,4.88,0.14,-0.17,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,4.1,1.7,-1.9,0,1300,540,-600,0,1.45,0.22,-0.2,0,0.42,0.17,-0.2,0,6800,1000,-900,0,,,,,2457517.508,0.007,-0.006,0,-0.0833,0.0008,-0.0016,0,17.03,0.08,-0.2,0,3.01,0.09,-0.05,0,0.9312,0.0004,-0.0009,0,92.8,2,-1.1,0,2.509,0.003,-0.004,0,19.54,0.02,-0.02,0,,,,,0.227,0.006,-0.009,0,4.88,0.14,-0.17,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,4.8,1.2,-1.8,0,1500,380,-570,0,1.49,0.22,-0.2,0,0.5,0.13,-0.18,0,6900,1000,-900,0,,,,,2457517.508,0.007,-0.006,0,-0.0833,0.0008,-0.0016,0,17.03,0.08,-0.2,0,3.01,0.09,-0.05,0,0.9312,0.0004,-0.0009,0,92.8,2,-1.1,0,2.509,0.003,-0.004,0,19.54,0.02,-0.02,0,,,,,0.227,0.006,-0.009,0,4.88,0.14,-0.17,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
MOA-2016-BLG-227L b,18h05m53.70s,-27d42m51.43s,5.3,1,-1.5,0,1700,320,-480,0,1.51,0.22,-0.2,0,0.54,0.1,-0.15,0,7100,1000,-900,0,,,,,2457517.508,0.007,-0.006,0,-0.0833,0.0008,-0.0016,0,17.03,0.08,-0.2,0,3.01,0.09,-0.05,0,0.9312,0.0004,-0.0009,0,92.8,2,-1.1,0,2.509,0.003,-0.004,0,19.54,0.02,-0.02,0,,,,,0.227,0.006,-0.009,0,4.88,0.14,-0.17,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2017AJ....154....3K/abstract target=ref>Koshimoto et al. 2017</a>
OGLE-2013-BLG-0132L b,17h59m03.51s,-28d25m15.7s,0.29,0.16,-0.13,0,92,51,-41,0,3.6,1.4,-1.2,0,0.54,0.3,-0.23,0,3900,1500,-1300,0,,,,,2456370.156,0.064,-0.064,0,0.184,0.005,-0.005,0,36.99,0.77,-0.77,0,1,0.1,-0.1,0,1.15,0.004,-0.004,0,5.15,0.28,-0.28,0,0.821,0.008,-0.008,0,19.37,0.03,-0.03,0,,,,,0.81,0.12,-0.12,0,8,1.3,-1.3,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017arXiv170501058M/abstract target=ref>Mroz et al. 2017</a>
OGLE-2013-BLG-1721L b,17h52m30.37s,-30d17m33.7s,0.64,0.35,-0.31,0,200,110,-99,0,2.6,0.5,-0.7,0,0.46,0.26,-0.23,0,6300,1100,-1600,0,,,,,2456535.28,0.022,-0.022,0,0.06,0.003,-0.003,0,27.98,0.65,-0.65,0,1.2,0.1,-0.1,0,0.964,0.002,-0.002,0,13.18,0.72,-0.72,0,-0.781,0.017,-0.017,0,21.27,0.04,-0.04,0,,,,,0.42,0.09,-0.09,0,5.5,1.2,-1.2,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2017arXiv170501058M/abstract target=ref>Mroz et al. 2017</a>
OGLE-2008-BLG-092L b,17h47m29.42s,-34d43m35.6s,0.18,,,0,57,,,0,15,,,0,0.71,,,0,8100,,,0,9700,,,0,2454727.374,0.047,-0.047,0,1.545,0.043,-0.043,0,38.64,0.88,-0.88,0,41.4,2.5,-2.5,0,5.26,0.11,-0.11,0,2.41,0.45,-0.45,0,0.314,0.005,-0.005,0,13.9,,,0,,,,,0.344,0.02,-0.02,0,3.25,0.22,-0.22,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...795...42P/abstract target=ref>Poleski et al. 2014</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,3.8,1.2,-1.2,0,1200,380,-380,0,3.8,0.6,-0.6,0,0.59,0.17,-0.17,0,5100,400,-400,0,,,,,2456141.548,0.09,-0.09,0,0.5065,0.0068,-0.0068,0,64.33,0.49,-0.49,0,10.9,1.3,-1.3,0,1.3134,0.0091,-0.0091,0,62.6,7.8,-7.8,0,0.837,0.005,-0.005,0,,,,,,,,,0.57,0.07,-0.07,0,3.2,0.4,-0.4,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...47P/abstract target=ref>Poleski et al. 2014</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,2.6,1.2,-1.2,0,830,380,-380,0,3.2,1.2,-1.2,0,0.48,0.2,-0.2,0,3600,1300,-1300,0,,,,,2456141.583,0.093,-0.093,0,-0.5169,0.0065,-0.0065,0,61.94,0.81,-0.81,0,9.3,1.3,-1.3,0,1.3289,0.0085,-0.0085,0,54,6.4,-6.4,0,0.827,0.01,-0.01,0,,,,,,,,,0.68,0.09,-0.09,0,3.9,0.6,-0.6,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...47P/abstract target=ref>Poleski et al. 2014</a>
KMT-2017-BLG-1038L b,17h44m41.02s,-25d08m34.91s,2,2,-1.1,0,640,640,-350,0,1.8,0.6,-0.5,0,0.37,0.36,-0.2,0,6000,1300,-1700,0,,,,,2457992.829,0.088,-0.071,0,0.172,0.007,-0.006,0,21.9,0.7,-0.6,0,4,,,1,0.851,0.003,-0.003,0,53,2,-4,0,5.396,0.018,0.019,0,,,,,,,,,,,,,6.1,2.3,-1.9,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181112505S/abstract target=ref>Shin et al. 2019</a>
KMT-2017-BLG-1146L b,17h56m25.40s,-33d08m32.89s,0.71,0.8,-0.42,0,230,250,-130,0,1.6,0.6,-0.6,0,0.33,0.36,-0.2,0,6500,1400,-2000,0,,,,,2457924.89,0.035,-0.132,0,0.287,0.032,-0.017,0,25.443,1.2,-1.8,0,10,,,1,0.734,0.01,-0.017,0,20,6,-1,0,5.649,0.005,-0.036,0,,,,,,,,,,,,,5.1,2.4,-1.9,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181112505S/abstract target=ref>Shin et al. 2019</a>
OGLE-2005-BLG-390L b,17h54m19.2s,-30d22m38s,0.017,0.017,-0.009,0,5.5,5.5,-2.7,0,2.6,1.5,-0.6,0,0.22,0.21,-0.11,0,6600,1000,-1000,0,8000,1910,-1910,0,2453582.735,0.005,-0.005,0,0.359,0.005,-0.005,0,11.03,0.11,-0.11,0,,,,,1.61,0.008,-0.008,0,0.76,0.07,-0.07,0,2.756,0.003,-0.003,0,,,,,,,,,,,,,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2006Natur.439..437B/abstract target=ref>Beaulieu et al. 2006</a>
OGLE-2006-BLG-109L b,17h52m34.51s,-30d05m16.0s,0.727,0.06,-0.06,0,231,19,-19,0,2.3,0.5,-0.5,0,0.51,0.05,-0.04,0,1510,110,-120,0,,,,,2453831.02,0.011,-0.011,0,0.00345,0.00005,-0.00005,0,128.1,0.8,-0.8,0,,,,,0.632,0.073,-0.073,0,13.48,0.13,-0.13,0,2.5232,0.0007,-0.0007,0,20.935,0.03,-0.03,0,,,,,1.505,,,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>
OGLE-2006-BLG-109L c,17h52m34.51s,-30d05m16.0s,0.27,0.02,-0.02,0,86,7,-7,0,4.5,2.1,-1,0,0.51,0.05,-0.04,0,1510,110,-120,0,,,,,2453831.02,0.011,-0.011,0,0.00345,0.00005,-0.00005,0,128.1,0.8,-0.8,0,,,,,1.0418,0.0001,-0.0001,0,5.014,0.03,-0.03,0,-0.235,0.0007,-0.0007,0,20.935,0.03,-0.03,0,,,,,1.505,,,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...713..837B/abstract target=ref>Bennett et al. 2010</a>
MOA-bin-1L b,17h51m10.20s,-29d47m38.3s,3.7,2.1,-2.1,0,1200,670,-670,0,8.3,4.5,-2.7,0,0.75,0.33,-0.41,0,5100,1200,-1900,0,8000,,,0,2453893.8,1.8,-1.8,0,1.62,0.05,-0.05,0,31.2,4.3,-4.3,0,,,,,2.1,0.05,-0.05,0,47,16,-12,0,1.578,0.035,-0.035,0,20.23,,,0,,,,,0.77,0.11,-0.11,0,8.8,1.4,-1.4,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2012ApJ...757..119B/abstract target=ref>Bennett et al. 2012</a>
OGLE-2007-BLG-349L AB c,18h05m24.43s,-26d25m19.0s,0.3,0,0,0,80,13,-13,0,2.59,0.43,-0.34,0,0.41,0.07,-0.07,0,2760,380,-380,0,,,,,2454348.747,0.0014,-0.0014,0,-0.00198,0.00007,-0.00007,0,118,4,-4,0,,,,,0.8146,0.0015,-0.0015,0,3.39,0.12,-0.12,0,4.359,0.003,-0.003,0,20.369,0.037,-0.037,0,,,,,1.15,0.05,-0.05,0,3.55,0.15,-0.15,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..125B/abstract target=ref>Bennett et al. 2016</a>
OGLE-2014-BLG-1760L b,17h57m38.16s,-28d57m47.37s,0.56,0.34,-0.26,0,180,110,-83,0,1.75,0.34,-0.33,0,0.51,0.44,-0.28,0,6860,1110,-1110,0,,,,,2456905.856,0.026,-0.026,0,0.1806,0.0074,-0.0074,0,15.87,0.41,-0.41,0,,,,,0.8269,0.0047,-0.0047,0,8.64,0.89,-0.89,0,-0.3977,0.0086,-0.0086,0,19.07,0.14,-0.14,0,,,,,0.29,0.05,-0.05,0,6.55,1.12,-1.12,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2016AJ....152..140B/abstract target=ref>Bhattacharya et al. 2016</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,3.4,0.3,-0.3,0,1100,100,-100,0,2.1,0.1,-0.1,0,0.46,0.04,-0.04,0,3100,300,-300,0,8600,,,0,2453480.679,0.0042,-0.0051,0,-0.0245,0.0006,-0.0006,0,68.2,1.8,-1.5,0,0.6,0.04,-0.04,0,0.762,0.004,-0.006,0,71,3,-3,0,1.495,0.008,-0.004,0,19.5,0.02,-0.02,0,21.36,0.18,-0.18,0,0.87,0.04,-0.04,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...695..970D/abstract target=ref>Dong et al. 2009</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,3.4,0.3,-0.4,0,1100,100,-100,0,2.1,0.1,-0.1,0,0.46,0.04,-0.04,0,3100,400,-400,0,8600,,,0,2453480.679,0.0041,-0.0051,0,0.0245,0.0005,-0.0006,0,68.3,1.6,-1.6,0,0.6,0.04,-0.04,0,0.763,0.003,-0.006,0,70,3,-2,0,4.789,0.004,-0.007,0,19.49,0.03,-0.03,0,21.35,0.2,-0.16,0,0.86,0.05,-0.05,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...695..970D/abstract target=ref>Dong et al. 2009</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,3.8,0.3,-0.4,0,1200,100,-100,0,3.6,0.2,-0.2,0,0.46,0.04,-0.04,0,3200,400,-400,0,8600,,,0,2453480.701,0.0052,-0.006,0,-0.0287,0.0007,-0.0007,0,69.2,1.7,-1.8,0,0.6,0.05,-0.03,0,1.305,0.002,-0.005,0,77,2,-2,0,1.506,0.002,-0.003,0,19.49,0.02,-0.02,0,21.4,0.19,-0.19,0,0.85,0.05,-0.05,0,,,,,1,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...695..970D/abstract target=ref>Dong et al. 2009</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,3.8,0.3,-0.4,0,1200,100,-100,0,3.6,0.2,-0.2,0,0.46,0.04,-0.04,0,3200,400,-400,0,8600,,,0,2453480.702,0.005,-0.0059,0,0.0287,0.0007,-0.0007,0,69.3,1.6,-1.7,0,0.61,0.04,-0.04,0,1.305,0.003,-0.005,0,77,2,-2,0,4.776,0.003,-0.002,0,19.49,0.03,-0.03,0,21.4,0.19,-0.19,0,0.84,0.06,-0.04,0,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2009ApJ...695..970D/abstract target=ref>Dong et al. 2009</a>
OGLE-2006-BLG-109L b,17h52m34.51s,-30d05m16.0s,0.71,0.08,-0.08,0,230,30,-30,0,2.3,0.2,-0.2,0,0.5,0.05,-0.05,0,1490,130,-130,0,8000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref>Gaudi et al. 2008</a>
OGLE-2006-BLG-109L c,17h52m34.51s,-30d05m16.0s,0.27,0.03,-0.03,0,86,10,-10,0,4.6,0.5,-0.5,0,0.5,0.05,-0.05,0,1490,130,-130,0,8000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2008Sci...319..927G/abstract target=ref>Gaudi et al. 2008</a>
KMT-2016-BLG-1107L b,17h45m40.26s,-26d01m54.48s,0.09,0.096,-0.037,0,29,31,-12,0,1.065,0.192,-0.189,0,0.022,0.023,-0.009,0,7481,748,-708,0,,,,,2457509.227,0.057,-0.057,0,0.932,0.057,-0.057,0,20.38,0.805,-0.805,0,184.11,24.23,-24.23,0,2.965,0.104,-0.104,0,39.8,5.9,-5.9,0,0.441,0.012,-0.012,0,,,,,,,,,0.048,0.007,-0.007,0,0.85,0.13,-0.13,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...23H/abstract target=ref>Hwang et al. 2019</a>
KMT-2016-BLG-1107L b,17h45m40.26s,-26d01m54.48s,3.283,3.468,-1.835,0,1043,1102,-583,0,0.342,0.07,-0.085,0,0.087,0.092,-0.049,0,6651,948,-1348,0,,,,,2457508.681,0.068,-0.068,0,0.927,0.061,-0.061,0,20.403,0.875,-0.875,0,59.55,6.83,-6.83,0,0.345,0.013,-0.013,0,361.4,54.4,-54.4,0,3.132,0.025,-0.025,0,,,,,,,,,0.148,0.021,-0.021,0,2.65,0.38,-0.38,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....157...23H/abstract target=ref>Hwang et al. 2019</a>
KMT-2017-BLG-1038L b,17h44m41.02s,-25d08m34.91s,2.4,1.8,-1.4,0,760,570,-440,0,1.9,0.6,-0.6,0,0.43,0.32,-0.25,0,6100,1200,-1600,0,,,,,2457992.829,0.088,-0.071,0,0.172,0.007,-0.006,0,21.9,0.7,-0.6,0,4,,,1,0.851,0.003,-0.003,0,53,2,-4,0,5.396,0.018,0.019,0,,,,,,,,,,,,,6.3,2.3,-1.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181112505S/abstract target=ref>Shin et al. 2019</a>
KMT-2017-BLG-1146L b,17h56m25.40s,-33d08m32.89s,0.85,0.76,-0.52,0,270,240,-170,0,1.7,0.6,-0.6,0,0.4,0.34,-0.25,0,6600,1400,-1900,0,,,,,2457924.89,0.035,-0.132,0,0.287,0.032,-0.017,0,25.443,1.2,-1.8,0,10,,,1,0.734,0.01,-0.017,0,20,6,-1,0,5.649,0.005,-0.036,0,,,,,,,,,,,,,5.3,2.3,-1.9,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2018arXiv181112505S/abstract target=ref>Shin et al. 2019</a>
OGLE-2007-BLG-368L b,17h56m25.96s,-32d14m14.7s,0.06,0.02,-0.03,0,20,7,-8,0,2.8,0.5,-0.6,0,0.64,0.21,-0.26,0,5900,900,-1400,0,,,,,2454311.12,0.01,-0.01,0,0.0793,0.0007,-0.0007,0,55.4,0.5,-0.5,0,1.55,0.03,-0.03,0,0.9255,0.0006,-0.0006,0,0.95,0.02,-0.02,0,0.478,0.002,-0.002,0,19.51,0.03,0.03,0,,,,,0.529,0.084,-0.084,0,3.5,0.6,-0.6,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2010ApJ...710.1641S/abstract target=ref>Sumi et al. 2010</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,2.73,0.43,-0.43,0,868,140,-140,0,3.45,0.26,0.26,0,0.44,0.07,-0.07,0,4970,290,-290,0,,,,,2456141.33,0.05,-0.05,0,0.496,0.002,-0.002,0,64.77,0.19,-0.19,0,11.11,0.14,-0.14,0,1.301,0.002,-0.002,0,59.2,1.1,-1.1,0,0.837,0.002,-0.002,0,,,,,,,,,0.53,0.05,0.05,0,3.02,0.26,-0.26,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref>Tsapras et al. 2014</a>
OGLE-2012-BLG-0406L b,17h53m18.17s,-30d28m16.2s,,,,,,,,,,,,,,,,,,,,,,,,,2456141.19,0.06,-0.06,0,-0.497,0.002,-0.002,0,61.91,0.42,-0.42,0,12.07,0.23,-0.23,0,1.296,0.002,-0.002,0,68.2,1.9,-1.9,0,-0.81,0.005,-0.005,0,,,,,,,,,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2014ApJ...782...48T/abstract target=ref>Tsapras et al. 2014</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,,,,,,,,,,,,,,,,,,,,,,,,,2453480.692,0.0023,-0.0023,0,0.0225,0.0012,-0.0012,0,73.9,3.5,-3.5,0,,,,,0.758,0.001,-0.001,0,67,3,-3,0,4.791,0.001,-0.001,0,19.59,,,0,21.05,,,0,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2005ApJ...628L.109U/abstract target=ref>Udalski et al. 2005</a>
OGLE-2005-BLG-071L b,17h50m09.77s,-34d40m23.5s,,,,,,,,,,,,,,,,,,,,,,,,,2453480.679,0.002,-0.002,0,1.294,0.002,-0.002,0,70.9,3.3,-3.3,0,,,,,1.294,0.002,-0.002,0,71,3,-3,0,4.786,0.001,-0.001,0,19.53,,,0,21.29,,,0,,,,,,,,,0,<a href=https://ui.adsabs.harvard.edu/abs/2005ApJ...628L.109U/abstract target=ref>Udalski et al. 2005</a>
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,0.04622,0.00541,-0.00541,0,14.69,1.72,-1.72,0,0.92,0.14,-0.14,0,0.229,0.031,-0.031,0,5650,800,-800,0,8380,1470,-1470,0,2458277.14,0.015,-0.015,0,-0.282,0.006,-0.006,0,29.17,0.116,-0.116,0,13.62,0.5,-0.5,0,0.499,0.018,-0.018,0,1.879,0.133,-0.133,0,-6.025,0.014,-0.014,0,17.19,0.01,-0.01,0,,,,,0.324,0.033,-0.033,0,4.07,0.41,-0.41,0,0,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>
OGLE-2018-BLG-0596L b,17h56m13.33s,-29d11m56.7s,0.04383,0.00491,-0.00491,0,13.93,1.56,-1.56,0,0.97,0.13,-0.13,0,0.231,0.028,-0.028,0,5650,750,-750,0,8580,1420,-1420,0,2458277.14,0.015,-0.015,0,0.284,0.006,-0.006,0,29.003,0.11,-0.11,0,13.47,0.49,-0.49,0,0.512,0.017,-0.017,0,1.827,0.132,-0.132,0,6.022,0.011,-0.011,0,17.19,0.01,-0.01,0,,,,,0.336,0.034,-0.034,0,4.22,0.42,-0.42,0,1,<a href=https://ui.adsabs.harvard.edu/abs/2019AJ....158...28J/abstract target=ref>Jung et al. 2019</a>
