1,N-Z,N,Z,A,EL,MASS EXCESS (keV),MASS EXCESS ERROR (keV),BINDING ENERGY (keV),BINDING ENERGY ERROR (keV),ATOMIC MASS (u),ATOMIC MASS ERROR(u)
,37,96,59,155,Pr,-55415.268,17.198,8131.039,0.111,154.9405093,0.000018462
,35,95,60,155,Nd,-62283.724,9.153,8170.304,0.059,154.9331357,0.000009826
,33,94,61,155,Pm,-66939.931,4.718,8195.296,0.03,154.928137,0.000005065
,31,93,62,155,Sm,-70190.819,1.487,8211.223,0.01,154.9246471,0.000001595
,29,92,63,155,Eu,-71818.092,1.401,8216.674,0.009,154.9229001,0.000001504
,27,91,64,155,Gd,-72069.88,1.191,8213.251,0.008,154.9226298,0.000001278
,25,90,65,155,Tb,-71250.05,9.849,8202.914,0.064,154.9235099,0.000010573
,23,89,66,155,Dy,-69155.55,9.665,8184.354,0.062,154.9257585,0.000010375
,21,88,67,155,Ho,-66039.539,17.474,8159.203,0.113,154.9291036,0.000018759
,19,87,68,155,Er,-62209.189,6.098,8129.444,0.039,154.9332157,0.000006546
,17,86,69,155,Tm,-56625.913,9.925,8088.375,0.064,154.9392096,0.000010654
,15,85,70,155,Yb,-50502.608,16.6,8043.823,0.107,154.9457832,0.00001782
,13,84,71,155,Lu,-42545.047,19.246,7987.436,0.124,154.954326,0.000020661
,11,83,72,155,Hf,-34170#,298#,7928#,2#,#VALUE!,#VALUE!
,9,82,73,155,Ta,-23928#,300#,7857#,2#,#VALUE!,#VALUE!
0,42,99,57,156,La,-33050#,400#,7997#,3#,#VALUE!,#VALUE!
,40,98,58,156,Ce,-44820#,300#,8068#,2#,#VALUE!,#VALUE!
,38,97,59,156,Pr,-51568#,200#,8106#,1#,#VALUE!,#VALUE!
,36,96,60,156,Nd,-60473.644,200.033,8158.066,1.282,155.9350789,0.000214744
,34,95,61,156,Pm,-64163.644,3.631,8176.705,0.023,155.9311175,0.000003897
,32,94,62,156,Sm,-69360.43,8.546,8205.003,0.055,155.9255385,0.000009174
,30,93,63,156,Eu,-70082.548,3.59,8204.617,0.023,155.9247633,0.000003853
,28,92,64,156,Gd,-72534.914,1.19,8215.322,0.008,155.9221306,0.000001277
,26,91,65,156,Tb,-70090.797,3.814,8194.639,0.024,155.9247544,0.000004094
,24,90,66,156,Dy,-70528.964,1.194,8192.433,0.008,155.924284,0.000001281
,22,89,67,156,Ho,-65478.964,60.012,8155.046,0.385,155.9297054,0.000064425
,20,88,68,156,Er,-64211.709,24.629,8141.908,0.158,155.9310659,0.00002644
,18,87,69,156,Tm,-56834.55,14.279,8089.603,0.092,155.9389856,0.000015328
,16,86,70,156,Yb,-53265.721,9.308,8061.711,0.06,155.9428169,0.000009992
,14,85,71,156,Lu,-43699.544,54.122,7995.374,0.347,155.9530866,0.000058102
,12,84,72,156,Hf,-37816.896,149.757,7952.65,0.96,155.9594019,0.00016077
,10,83,73,156,Ta,-25861#,298#,7871#,2#,#VALUE!,#VALUE!
0,41,99,58,157,Ce,-39930#,400#,8037#,3#,#VALUE!,#VALUE!
,39,98,59,157,Pr,-48540#,300#,8086#,2#,#VALUE!,#VALUE!
,37,97,60,157,Nd,-56461.543,24.918,8131.959,0.159,156.939386,0.00002675
,35,96,61,157,Pm,-62297.043,7.006,8164.145,0.045,156.9331214,0.000007521
,33,95,62,157,Sm,-66677.577,4.433,8187.063,0.028,156.9284187,0.000004759
,31,94,63,157,Eu,-69458.908,4.259,8199.795,0.027,156.9254328,0.000004572
,29,93,64,157,Gd,-70823.473,1.189,8203.504,0.008,156.9239679,0.000001276
,27,92,65,157,Tb,-70763.43,1.222,8198.138,0.008,156.9240323,0.000001311
,25,91,66,157,Dy,-69424.558,5.177,8184.627,0.033,156.9254697,0.000005557
,23,90,67,157,Ho,-66832.832,23.469,8163.136,0.149,156.928252,0.000025195
,21,89,68,157,Er,-63413.639,26.505,8136.375,0.169,156.9319227,0.000028454
,19,88,69,157,Tm,-58709.273,27.945,8101.428,0.178,156.936973,0.00003
,17,87,70,157,Yb,-53421.898,10.92,8062.767,0.07,156.9426492,0.000011723
,15,86,71,157,Lu,-46440.523,12.078,8013.317,0.077,156.950144,0.000012965
,13,85,72,157,Hf,-38903#,196#,7960#,1#,#VALUE!,#VALUE!
,11,84,73,157,Ta,-29593.33,150.069,7896.043,0.956,156.9682303,0.000161105
,9,83,74,157,W,-19470#,400#,7827#,3#,#VALUE!,#VALUE!
0,42,100,58,158,Ce,-36660#,400#,8016#,3#,#VALUE!,#VALUE!
,40,99,59,158,Pr,-44330#,300#,8060#,2#,#VALUE!,#VALUE!
,38,98,60,158,Nd,-54055#,200#,8116#,1#,#VALUE!,#VALUE!
,36,97,61,158,Pm,-59089.209,13.453,8143.254,0.085,157.9365651,0.000014442
,34,96,62,158,Sm,-65250.243,4.892,8177.297,0.031,157.929951,0.000005251
,32,95,63,158,Eu,-67255.188,10.255,8185.035,0.065,157.9277986,0.000011008
,30,94,64,158,Gd,-70689.546,1.189,8201.819,0.008,157.9241116,0.000001276
,28,93,65,158,Tb,-69470.668,1.401,8189.153,0.009,157.9254202,0.000001503
,26,92,66,158,Dy,-70407.349,2.365,8190.13,0.015,157.9244146,0.000002538
,24,91,67,158,Ho,-66187.593,27.108,8158.471,0.172,157.9289447,0.000029101
,22,90,68,158,Er,-65303.808,25.219,8147.926,0.16,157.9298935,0.000027074
,20,89,69,158,Tm,-58703.194,25.219,8101.199,0.16,157.9369795,0.000027074
,18,88,70,158,Yb,-56010.237,7.994,8079.203,0.051,157.9398705,0.000008582
,16,87,71,158,Lu,-47212.19,15.125,8018.568,0.096,157.9493156,0.000016237
,14,86,72,158,Hf,-42102.39,17.494,7981.276,0.111,157.9548012,0.00001878
,12,85,73,158,Ta,-31167#,196#,7907#,1#,#VALUE!,#VALUE!
,10,84,74,158,W,-23633#,300#,7854#,2#,#VALUE!,#VALUE!
0,41,100,59,159,Pr,-41088#,400#,8039#,3#,#VALUE!,#VALUE!
,39,99,60,159,Nd,-49807#,300#,8089#,2#,#VALUE!,#VALUE!
,37,98,61,159,Pm,-56554.28,10.039,8126.859,0.063,158.9392865,0.000010777
,35,97,62,159,Sm,-62207.775,5.934,8157.495,0.037,158.9332172,0.000006369
,33,96,63,159,Eu,-66043.285,4.325,8176.697,0.027,158.9290996,0.000004643
,31,95,64,159,Gd,-68561.436,1.192,8187.614,0.007,158.9263963,0.000001279
,29,94,65,159,Tb,-69532.363,1.256,8188.8,0.008,158.9253539,0.000001348
,27,93,66,159,Dy,-69167.134,1.528,8181.583,0.01,158.925746,0.00000164
,25,92,67,159,Ho,-67329.534,3.088,8165.105,0.019,158.9277188,0.000003314
,23,91,68,159,Er,-64561.034,3.679,8142.773,0.023,158.9306909,0.000003949
,21,90,69,159,Tm,-60570.398,27.945,8112.754,0.176,158.934975,0.00003
,19,89,70,159,Yb,-55838.606,17.794,8078.074,0.112,158.9400548,0.000019102
,17,88,71,159,Lu,-49708.604,37.663,8034.6,0.237,158.9466356,0.000040433
,15,87,72,159,Hf,-42852.6,16.813,7986.56,0.106,158.9539958,0.000018049
,13,86,73,159,Ta,-34439.148,19.689,7928.725,0.124,158.9630281,0.000021137
,11,85,74,159,W,-25295#,298#,7866#,2#,#VALUE!,#VALUE!
,9,84,75,159,Re,-14745#,305#,7795#,2#,#VALUE!,#VALUE!
0,42,101,59,160,Pr,-36520#,400#,8011#,2#,#VALUE!,#VALUE!
,40,100,60,160,Nd,-47134#,300#,8073#,2#,#VALUE!,#VALUE!
,38,99,61,160,Pm,-53002#,200#,8104#,1#,#VALUE!,#VALUE!
,36,98,62,160,Sm,-60234.793,5.934,8144.625,0.037,159.9353353,0.00000637
,34,97,63,160,Eu,-63480.463,9.501,8160.021,0.059,159.9318509,0.000010199
,32,96,64,160,Gd,-67941.741,1.278,8183.014,0.008,159.9270615,0.000001371
,30,95,65,160,Tb,-67836.257,1.262,8177.465,0.008,159.9271748,0.000001354
,28,94,66,160,Dy,-69672.73,0.772,8184.054,0.005,159.9252032,0.000000828
,26,93,67,160,Ho,-66382.73,15.02,8158.602,0.094,159.9287352,0.000016124
,24,92,68,160,Er,-66064.228,24.254,8151.721,0.152,159.9290771,0.000026037
,22,91,69,160,Tm,-60302.028,34.262,8110.818,0.214,159.9352631,0.000036781
,20,90,70,160,Yb,-58162.706,7.233,8092.557,0.045,159.9375598,0.000007764
,18,89,71,160,Lu,-50269.937,56.821,8038.338,0.355,159.946033,0.000061
,16,88,72,160,Hf,-45938.943,9.541,8006.38,0.06,159.9506825,0.000010242
,14,87,73,160,Ta,-35823.695,54.316,7938.27,0.339,159.9615417,0.00005831
,12,86,74,160,W,-29326.455,149.827,7892.772,0.936,159.9685168,0.000160846
,10,85,75,160,Re,-16739#,298#,7809#,2#,#VALUE!,#VALUE!
0,41,101,60,161,Nd,-42588#,400#,8044#,2#,#VALUE!,#VALUE!
,39,100,61,161,Pm,-50235#,298#,8087#,2#,#VALUE!,#VALUE!
,37,99,62,161,Sm,-56671.962,6.817,8122.041,0.042,160.9391601,0.000007318
,35,98,63,161,Eu,-61791.524,10.399,8148.98,0.065,160.9336641,0.000011164
,33,97,64,161,Gd,-65505.824,1.622,8167.191,0.01,160.9296766,0.000001741
,31,96,65,161,Tb,-67461.589,1.35,8174.479,0.008,160.927577,0.000001449
,29,95,66,161,Dy,-68055.801,0.768,8173.31,0.005,160.9269391,0.000000824
,27,94,67,161,Ho,-67197.27,2.242,8163.119,0.014,160.9278608,0.000002406
,25,93,68,161,Er,-65201.608,8.78,8145.864,0.055,160.9300032,0.000009425
,23,92,69,161,Tm,-61898.708,27.945,8120.49,0.174,160.933549,0.00003
,21,91,70,161,Yb,-57839.4,15.354,8090.417,0.095,160.9379068,0.000016483
,19,90,71,161,Lu,-52562.344,27.945,8052.781,0.174,160.943572,0.00003
,17,89,72,161,Hf,-46314.672,22.551,8009.117,0.14,160.9502792,0.000024209
,15,88,73,161,Ta,-38778.997,24.382,7957.452,0.151,160.958369,0.000026175
,13,87,74,161,W,-30555#,196#,7902#,1#,#VALUE!,#VALUE!
,11,86,75,161,Re,-20840.203,149.922,7836.312,0.931,160.9776271,0.000160948
,9,85,76,161,Os,-9979#,400#,7764#,2#,#VALUE!,#VALUE!
0,42,102,60,162,Nd,-39550#,400#,8026#,2#,#VALUE!,#VALUE!
,40,101,61,162,Pm,-46370#,300#,8063#,2#,#VALUE!,#VALUE!
,38,100,62,162,Sm,-54530#,196#,8109#,1#,#VALUE!,#VALUE!
,36,99,63,162,Eu,-58703.401,35.229,8129.438,0.217,161.9369793,0.000037819
,34,98,64,162,Gd,-64280.401,4.009,8159.035,0.025,161.9309921,0.000004303
,32,97,65,162,Tb,-65675.958,36.372,8162.82,0.225,161.929494,0.000039046
,30,96,66,162,Dy,-68181.478,0.767,8173.457,0.005,161.9268042,0.000000822
,28,95,67,162,Ho,-66041.541,3.166,8155.418,0.02,161.9291015,0.000003398
,26,94,68,162,Er,-66334.519,0.822,8152.397,0.005,161.928787,0.000000882
,24,93,69,162,Tm,-61477.791,26.06,8117.588,0.161,161.9340009,0.000027977
,22,92,70,162,Yb,-59826.347,15.359,8102.565,0.095,161.9357738,0.000016488
,20,91,71,162,Lu,-52831.753,75.036,8054.559,0.463,161.9432828,0.000080554
,18,90,72,162,Hf,-49169.008,8.968,8027.12,0.055,161.9472149,0.000009627
,16,89,73,162,Ta,-39780.194,52.238,7964.335,0.322,161.9572942,0.000056079
,14,88,74,162,W,-33999.207,17.658,7923.821,0.109,161.9635003,0.000018956
,12,87,75,162,Re,-22501#,196#,7848#,1#,#VALUE!,#VALUE!
,10,86,76,162,Os,-14440#,300#,7793#,2#,#VALUE!,#VALUE!
0,41,102,61,163,Pm,-43249#,400#,8044#,2#,#VALUE!,#VALUE!
,39,101,62,163,Sm,-50720#,298#,8085#,2#,#VALUE!,#VALUE!
,37,100,63,163,Eu,-56484.886,65.544,8115.471,0.402,162.939361,0.000070364
,35,99,64,163,Gd,-61313.886,8.426,8140.297,0.052,162.9341768,0.000009045
,33,98,65,163,Tb,-64596.071,4.073,8155.633,0.025,162.9306533,0.000004372
,31,97,66,163,Dy,-66381.17,0.765,8161.785,0.005,162.9287369,0.000000821
,29,96,67,163,Ho,-66378.335,0.765,8156.968,0.005,162.9287399,0.000000821
,27,95,68,163,Er,-65167.723,4.639,8144.741,0.028,162.9300396,0.00000498
,25,94,69,163,Tm,-62728.723,5.524,8124.979,0.034,162.9326579,0.00000593
,23,93,70,163,Yb,-59299.094,15.364,8099.138,0.094,162.9363398,0.000016493
,21,92,71,163,Lu,-54791.409,27.945,8066.684,0.171,162.941179,0.00003
,19,91,72,163,Hf,-49263.682,24.778,8027.972,0.152,162.9471133,0.000026599
,17,90,73,163,Ta,-42534.629,38.061,7981.89,0.234,162.9543372,0.00004086
,15,89,74,163,W,-34908.193,52.751,7930.302,0.324,162.9625245,0.00005663
,13,88,75,163,Re,-26002.244,18.534,7870.865,0.114,162.9720854,0.000019897
,11,87,76,163,Os,-16192#,298#,7806#,2#,#VALUE!,#VALUE!
0,42,103,61,164,Pm,-38870#,400#,8017#,2#,#VALUE!,#VALUE!
,40,102,62,164,Sm,-48102#,298#,8069#,2#,#VALUE!,#VALUE!
,38,101,63,164,Eu,-53381#,114#,8096#,1#,#VALUE!,#VALUE!
,36,100,64,164,Gd,-59774#,102#,8130#,1#,#VALUE!,#VALUE!
,34,99,65,164,Tb,-62077.965,100.003,8139.765,0.61,163.9333566,0.000107357
,32,98,66,164,Dy,-65967.965,0.767,8158.714,0.005,163.9291805,0.000000823
,30,97,67,164,Ho,-64981.503,1.528,8147.929,0.009,163.9302395,0.000001639
,28,96,68,164,Er,-65942.89,0.775,8149.02,0.005,163.9292074,0.000000832
,26,95,69,164,Tm,-61904.035,24.394,8119.623,0.149,163.9335433,0.000026188
,24,94,70,164,Yb,-61017.418,15.369,8109.446,0.094,163.9344951,0.000016499
,22,93,71,164,Lu,-54642.37,27.945,8065.804,0.17,163.941339,0.00003
,20,92,72,164,Hf,-51818.505,15.82,8043.814,0.096,163.9443705,0.000016983
,18,91,73,164,Ta,-43282.8,27.945,7986.997,0.17,163.953534,0.00003
,16,90,74,164,W,-38235.759,9.674,7951.452,0.059,163.9589522,0.000010385
,14,89,75,164,Re,-27472.436,54.555,7881.052,0.333,163.9705071,0.000058566
,12,88,76,164,Os,-20422.106,149.919,7833.291,0.914,163.978076,0.000160945
,10,87,77,164,Ir,-7344#,314#,7749#,2#,#VALUE!,#VALUE!
0,41,103,62,165,Sm,-43808#,401#,8043#,2#,#VALUE!,#VALUE!
,39,102,63,165,Eu,-50724#,138#,8080#,1#,#VALUE!,#VALUE!
,37,101,64,165,Gd,-56453#,121#,8110#,1#,#VALUE!,#VALUE!
,35,100,65,165,Tb,-60566#,102#,8130#,1#,#VALUE!,#VALUE!
,33,99,66,165,Dy,-63612.606,0.769,8143.909,0.005,164.9317091,0.000000825
,31,98,67,165,Ho,-64899.006,1.01,8146.964,0.006,164.930328,0.000001084
,29,97,68,165,Er,-64521.61,0.964,8139.936,0.006,164.9307332,0.000001034
,27,96,69,165,Tm,-62929.621,1.671,8125.546,0.01,164.9324423,0.000001793
,25,95,70,165,Yb,-60295.382,26.539,8104.839,0.161,164.9352702,0.00002849
,23,94,71,165,Lu,-56442.242,26.539,8076.745,0.161,164.9394068,0.00002849
,21,93,72,165,Hf,-51635.507,27.945,8042.872,0.169,164.944567,0.00003
,19,92,73,165,Ta,-45847.853,13.863,8003.054,0.084,164.9507803,0.000014882
,17,91,74,165,W,-38861.022,24.977,7955.968,0.151,164.958281,0.000026813
,15,90,75,165,Re,-30659.776,23.594,7901.522,0.143,164.9670854,0.000025329
,13,89,76,165,Os,-21795#,196#,7843#,1#,#VALUE!,#VALUE!
,11,88,77,165,Ir,-11593#,158#,7776#,1#,#VALUE!,#VALUE!
0,42,104,62,166,Sm,-40730#,400#,8024#,2#,#VALUE!,#VALUE!
,40,103,63,166,Eu,-47208#,358#,8059#,2#,#VALUE!,#VALUE!
,38,102,64,166,Gd,-54530#,196#,8098#,1#,#VALUE!,#VALUE!
,36,101,65,166,Tb,-57884.789,70.005,8113.68,0.422,165.9378581,0.000075153
,34,100,66,166,Dy,-62584.789,0.867,8137.28,0.005,165.9328125,0.00000093
,32,99,67,166,Ho,-63071.329,1.01,8135.499,0.006,165.9322901,0.000001084
,30,98,68,166,Er,-64926.042,1.165,8141.959,0.007,165.930299,0.000001251
,28,97,69,166,Tm,-61888.375,11.606,8118.946,0.07,165.9335601,0.000012459
,26,96,70,166,Yb,-61595.74,7.101,8112.471,0.043,165.9338742,0.000007623
,24,95,71,166,Lu,-56020.981,29.808,8074.175,0.18,165.939859,0.000032
,22,94,72,166,Hf,-53858.983,27.945,8056.438,0.168,165.94218,0.00003
,20,93,73,166,Ta,-46097.775,27.945,8004.971,0.168,165.950512,0.00003
,18,92,74,166,W,-41888.031,9.478,7974.898,0.057,165.9550313,0.000010174
,16,91,75,166,Re,-31893.478,72.31,7909.977,0.436,165.9657609,0.000077628
,14,90,76,166,Os,-25431.517,17.966,7866.336,0.108,165.9726981,0.000019287
,12,89,77,166,Ir,-13354#,196#,7789#,1#,#VALUE!,#VALUE!
,10,88,78,166,Pt,-4730#,300#,7732#,2#,#VALUE!,#VALUE!
0,41,104,63,167,Eu,-44010#,400#,8040#,2#,#VALUE!,#VALUE!
,39,103,64,167,Gd,-50813#,298#,8076#,2#,#VALUE!,#VALUE!
,37,102,65,167,Tb,-55927#,196#,8102#,1#,#VALUE!,#VALUE!
,35,101,66,167,Dy,-59930.626,60.228,8120.992,0.361,166.9356618,0.000064657
,33,100,67,167,Ho,-62280.626,5.234,8130.379,0.031,166.933139,0.000005618
,31,99,68,167,Er,-63291.18,1.166,8131.746,0.007,166.9320541,0.000001252
,29,98,69,167,Tm,-62543.641,1.298,8122.585,0.008,166.9328566,0.000001393
,27,97,70,167,Yb,-60590.576,3.981,8106.205,0.024,166.9349533,0.000004273
,25,96,71,167,Lu,-57501.125,31.671,8083.021,0.19,166.93827,0.000034
,23,95,72,167,Hf,-53467.756,27.945,8054.184,0.167,166.9426,0.00003
,21,94,73,167,Ta,-48351.059,27.945,8018.861,0.167,166.948093,0.00003
,19,93,74,167,W,-42098.058,18.261,7976.733,0.109,166.9548059,0.000019603
,17,92,75,167,Re,-34831#,40#,7929#,0#,#VALUE!,#VALUE!
,15,91,76,167,Os,-26501.993,72.682,7873.974,0.435,166.9715489,0.000078027
,13,90,77,167,Ir,-17072.44,18.346,7812.825,0.11,166.981672,0.000019695
,11,89,78,167,Pt,-6612#,302#,7746#,2#,#VALUE!,#VALUE!
0,42,105,63,168,Eu,-39740#,500#,8014#,3#,#VALUE!,#VALUE!
,40,104,64,168,Gd,-48363#,401#,8061#,2#,#VALUE!,#VALUE!
,38,103,65,168,Tb,-52723#,298#,8082#,2#,#VALUE!,#VALUE!
,36,102,66,168,Dy,-58559.566,140.009,8112.536,0.833,167.9371337,0.000150305
,34,101,67,168,Ho,-60061.171,30.023,8116.817,0.179,167.9355217,0.00003223
,32,100,68,168,Er,-62991.171,1.168,8129.601,0.007,167.9323762,0.000001254
,30,99,69,168,Tm,-61312.921,1.709,8114.954,0.01,167.9341779,0.000001834
,28,98,70,168,Yb,-61581.901,1.195,8111.898,0.007,167.9338891,0.000001282
,26,97,71,168,Lu,-57067.85,39.266,8080.372,0.234,167.9387351,0.000042153
,24,96,72,168,Hf,-55360.552,27.945,8065.553,0.166,167.940568,0.00003
,22,95,73,168,Ta,-48393.908,27.945,8019.428,0.166,167.948047,0.00003
,20,94,74,168,W,-44893.109,13.271,7993.933,0.079,167.9518053,0.000014247
,18,93,75,168,Re,-35794.885,30.821,7935.12,0.183,167.9615726,0.000033087
,16,92,76,168,Os,-29995.213,9.904,7895.941,0.059,167.9677988,0.000010632
,14,91,77,168,Ir,-18666.226,55.216,7823.85,0.329,167.979961,0.000059277
,12,90,78,168,Pt,-11007.46,149.951,7773.605,0.893,167.988183,0.000160978
0,41,105,64,169,Gd,-44153#,503#,8036#,3#,#VALUE!,#VALUE!
,39,104,65,169,Tb,-50329#,298#,8068#,2#,#VALUE!,#VALUE!
,37,103,66,169,Dy,-55597.177,300.67,8094.763,1.779,168.940314,0.000322782
,35,102,67,169,Ho,-58797.177,20.06,8109.068,0.119,168.9368786,0.000021534
,33,101,68,169,Er,-60923.104,1.179,8117.019,0.007,168.9345964,0.000001265
,31,100,69,169,Tm,-61275.212,0.812,8114.473,0.005,168.9342184,0.000000871
,29,99,70,169,Yb,-60377.563,1.205,8104.532,0.007,168.935182,0.000001293
,27,98,71,169,Lu,-58084.563,3.233,8086.335,0.019,168.9376437,0.00000347
,25,97,72,169,Hf,-54716.889,27.945,8061.778,0.165,168.941259,0.00003
,23,96,73,169,Ta,-50290.43,27.945,8030.957,0.165,168.946011,0.00003
,21,95,74,169,W,-44917.873,15.436,7994.537,0.091,168.9517787,0.000016571
,19,94,75,169,Re,-38409.232,11.374,7951.395,0.067,168.958766,0.00001221
,17,93,76,169,Os,-30722.691,25.167,7901.284,0.149,168.9670178,0.000027017
,15,92,77,169,Ir,-22093.839,23.308,7845.596,0.138,168.9762813,0.000025021
,13,91,78,169,Pt,-12512#,196#,7784#,1#,#VALUE!,#VALUE!
,11,90,79,169,Au,-1788#,298#,7716#,2#,#VALUE!,#VALUE!
0,42,106,64,170,Gd,-41380#,596#,8020#,4#,#VALUE!,#VALUE!
,40,105,65,170,Tb,-46724#,401#,8047#,2#,#VALUE!,#VALUE!
,38,104,66,170,Dy,-53663#,196#,8083#,1#,#VALUE!,#VALUE!
,36,103,67,170,Ho,-56238.681,50.024,8093.796,0.294,169.9396253,0.000053702
,34,102,68,170,Er,-60108.681,1.546,8111.959,0.009,169.9354707,0.000001659
,32,101,69,170,Tm,-59795.853,0.801,8105.517,0.005,169.9358065,0.000000859
,30,100,70,170,Yb,-60763.919,0.01,8106.609,0,169.9347672,0.000000011
,28,99,71,170,Lu,-57306.224,16.843,8081.668,0.099,169.9384792,0.000018081
,26,98,72,170,Hf,-56253.854,27.945,8070.875,0.164,169.939609,0.00003
,24,97,73,170,Ta,-50137.665,27.945,8030.296,0.164,169.946175,0.00003
,22,96,74,170,W,-47290.832,13.195,8008.948,0.078,169.9492312,0.000014165
,20,95,75,170,Re,-38913.193,23.109,7955.065,0.136,169.958225,0.000024808
,18,94,76,170,Os,-33926.247,9.773,7921.128,0.057,169.9635787,0.000010491
,16,93,77,170,Ir,-23360#,89#,7854#,1#,#VALUE!,#VALUE!
,14,92,78,170,Pt,-16299.193,18.247,7808.236,0.107,169.9825021,0.000019588
,12,91,79,170,Au,-3752#,196#,7730#,1#,#VALUE!,#VALUE!
0,41,106,65,171,Tb,-44032#,503#,8031#,3#,#VALUE!,#VALUE!
,39,105,66,171,Dy,-50189#,298#,8063#,2#,#VALUE!,#VALUE!
,37,104,67,171,Ho,-54518.956,600.002,8083.608,3.509,170.9414715,0.000644128
,35,103,68,171,Er,-57718.956,1.557,8097.746,0.009,170.9380361,0.00000167
,33,102,69,171,Tm,-59210.298,0.972,8101.893,0.006,170.9364351,0.000001043
,31,101,70,171,Yb,-59306.81,0.013,8097.882,0,170.9363315,0.000000014
,29,100,71,171,Lu,-57828.395,1.862,8084.661,0.011,170.9379187,0.000001998
,27,99,72,171,Hf,-55431.345,28.876,8066.068,0.169,170.940492,0.000031
,25,98,73,171,Ta,-51720.273,27.945,8039.791,0.163,170.944476,0.00003
,23,97,74,171,W,-47086.09,27.945,8008.115,0.163,170.949451,0.00003
,21,96,75,171,Re,-41250.28,27.945,7969.412,0.163,170.955716,0.00003
,19,95,76,171,Os,-34301.942,17.823,7924.204,0.104,170.9631753,0.000019133
,17,94,77,171,Ir,-26412.025,38.466,7873.489,0.225,170.9716455,0.000041295
,15,93,78,171,Pt,-17469.702,72.747,7816.619,0.425,170.9812455,0.000078097
,13,92,79,171,Au,-7562.295,20.713,7754.106,0.121,170.9918815,0.000022236
,11,91,80,171,Hg,3480#,303#,7685#,2#,#VALUE!,#VALUE!
0,42,107,65,172,Tb,-39850#,503#,8007#,3#,#VALUE!,#VALUE!
,40,106,66,172,Dy,-48009#,298#,8050#,2#,#VALUE!,#VALUE!
,38,105,67,172,Ho,-51484#,196#,8066#,1#,#VALUE!,#VALUE!
,36,104,68,172,Er,-56483.612,4.008,8090.41,0.023,171.9393623,0.000004302
,34,103,69,172,Tm,-57374.379,5.503,8091.041,0.032,171.9384061,0.000005907
,32,102,70,172,Yb,-59255.446,0.014,8097.429,0,171.9363867,0.000000014
,30,101,71,172,Lu,-56735.98,2.336,8078.232,0.014,171.9390914,0.000002507
,28,100,72,172,Hf,-56402.226,24.428,8071.743,0.142,171.9394497,0.000026224
,26,99,73,172,Ta,-51329.977,27.945,8037.705,0.162,171.944895,0.00003
,24,98,74,172,W,-49097.186,27.945,8020.175,0.162,171.947292,0.00003
,22,97,75,172,Re,-41537.106,38.995,7971.672,0.227,171.9554081,0.000041862
,20,96,76,172,Os,-37243.842,12.782,7942.163,0.074,171.9600171,0.000013721
,18,95,77,172,Ir,-27379.369,32.402,7880.263,0.188,171.970607,0.000034785
,16,94,78,172,Pt,-21106.92,10.377,7839.247,0.06,171.9773408,0.000011139
,14,93,79,172,Au,-9318.006,56.158,7766.158,0.326,171.9899967,0.000060287
,12,92,80,172,Hg,-1058.744,150.079,7713.591,0.873,171.9988634,0.000161116
0,41,107,66,173,Dy,-43939#,401#,8027#,2#,#VALUE!,#VALUE!
,39,106,67,173,Ho,-49351#,298#,8054#,2#,#VALUE!,#VALUE!
,37,105,68,173,Er,-53654#,196#,8074#,1#,#VALUE!,#VALUE!
,35,104,69,173,Tm,-56256.059,4.4,8084.463,0.025,172.9396066,0.000004723
,33,103,70,173,Yb,-57551.225,0.011,8087.427,0,172.9382162,0.000000012
,31,102,71,173,Lu,-56880.916,1.567,8079.03,0.009,172.9389358,0.000001682
,29,101,72,173,Hf,-55411.784,27.945,8066.016,0.162,172.940513,0.00003
,27,100,73,173,Ta,-52396.538,27.945,8044.064,0.162,172.94375,0.00003
,25,99,74,173,W,-48727.383,27.945,8018.333,0.162,172.947689,0.00003
,23,98,75,173,Re,-43553.865,27.945,7983.906,0.162,172.953243,0.00003
,21,97,76,173,Os,-37438.257,14.959,7944.033,0.086,172.9598084,0.000016059
,19,96,77,173,Ir,-30268.435,11.026,7898.067,0.064,172.9675055,0.000011837
,17,95,78,173,Pt,-21942.911,55.977,7845.42,0.324,172.9764433,0.000060093
,15,94,79,173,Au,-12832.44,22.784,7788.237,0.132,172.9862238,0.000024459
,13,93,80,173,Hg,-2710#,196#,7725#,1#,#VALUE!,#VALUE!
0,42,108,66,174,Dy,-41370#,503#,8012#,3#,#VALUE!,#VALUE!
,40,107,67,174,Ho,-45690#,298#,8033#,2#,#VALUE!,#VALUE!
,38,106,68,174,Er,-51949#,298#,8064#,2#,#VALUE!,#VALUE!
,36,105,69,174,Tm,-53864.512,44.721,8070.642,0.257,173.9421741,0.00004801
,34,104,70,174,Yb,-56944.512,0.011,8083.847,0,173.9388675,0.000000011
,32,103,71,174,Lu,-55570.195,1.567,8071.453,0.009,173.9403429,0.000001682
,30,102,72,174,Hf,-55844.481,2.259,8068.533,0.013,173.9400485,0.000002424
,28,101,73,174,Ta,-51740.766,27.945,8040.452,0.161,173.944454,0.00003
,26,100,74,174,W,-50227.088,27.945,8027.256,0.161,173.946079,0.00003
,24,99,75,174,Re,-43673.096,27.945,7985.094,0.161,173.953115,0.00003
,22,98,76,174,Os,-39995.416,10.254,7959.461,0.059,173.9570632,0.000011008
,20,97,77,174,Ir,-30863.492,24.322,7902.483,0.14,173.9668667,0.000026111
